Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.02       6/6           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [10]
                0.00    0.00       1/1           void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [13]
                0.00    0.00       1/1           void std::shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&&) [21]
                0.00    0.00       1/1           void std::reverse<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [22]
                0.00    0.00   10000/260455472     std::vector<int, std::allocator<int> >::operator[](unsigned long) [7]
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::~vector() [87]
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::end() [109]
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::begin() [110]
                0.00    0.00       4/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [106]
                0.00    0.00       4/5           std::__new_allocator<char>::~__new_allocator() [104]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [117]
                0.00    0.00       2/18          std::__new_allocator<int>::~__new_allocator() [69]
                0.00    0.00       1/1           void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [139]
                0.00    0.00       1/1           std::random_device::random_device() [131]
                0.00    0.00       1/1           std::random_device::operator()() [133]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [135]
                0.00    0.00       1/1           std::random_device::~random_device() [132]
-----------------------------------------------
                0.00    0.94       4/4           main [1]
[2]     97.8    0.00    0.94       4         runExperiment(std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.00    0.92       4/4           hybridQuickSort(std::vector<int, std::allocator<int> >&, int, int) [3]
                0.01    0.00       4/10          std::vector<int, std::allocator<int> >::size() const [9]
-----------------------------------------------
                               63214             hybridQuickSort(std::vector<int, std::allocator<int> >&, int, int) [3]
                0.00    0.92       4/4           runExperiment(std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
[3]     96.3    0.00    0.92       4+63214   hybridQuickSort(std::vector<int, std::allocator<int> >&, int, int) [3]
                0.18    0.74   31607/31607       partition(std::vector<int, std::allocator<int> >&, int, int) [4]
                0.01    0.00    1385/1385        insertionSort(std::vector<int, std::allocator<int> >&, int, int) [11]
                               63214             hybridQuickSort(std::vector<int, std::allocator<int> >&, int, int) [3]
-----------------------------------------------
                0.18    0.74   31607/31607       hybridQuickSort(std::vector<int, std::allocator<int> >&, int, int) [3]
[4]     95.8    0.18    0.74   31607         partition(std::vector<int, std::allocator<int> >&, int, int) [4]
                0.07    0.35 75103208/75103208     swapCount(int&, int&) [5]
                0.31    0.00 260389153/260455472     std::vector<int, std::allocator<int> >::operator[](unsigned long) [7]
-----------------------------------------------
                0.07    0.35 75103208/75103208     partition(std::vector<int, std::allocator<int> >&, int, int) [4]
[5]     44.2    0.07    0.35 75103208         swapCount(int&, int&) [5]
                0.12    0.23 75103208/75142275     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [6]
-----------------------------------------------
                0.00    0.00   39067/75142275     void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [12]
                0.12    0.23 75103208/75142275     swapCount(int&, int&) [5]
[6]     36.5    0.12    0.23 75142275         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [6]
                0.23    0.00 225426825/225473055     std::remove_reference<int&>::type&& std::move<int&>(int&) [8]
-----------------------------------------------
                0.00    0.00   10000/260455472     main [1]
                0.00    0.00   56319/260455472     insertionSort(std::vector<int, std::allocator<int> >&, int, int) [11]
                0.31    0.00 260389153/260455472     partition(std::vector<int, std::allocator<int> >&, int, int) [4]
[7]     32.8    0.32    0.00 260455472         std::vector<int, std::allocator<int> >::operator[](unsigned long) [7]
-----------------------------------------------
                0.00    0.00       1/225473055     void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<int, int>(int*, int*) [31]
                0.00    0.00       4/225473055     void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [25]
                0.00    0.00   46225/225473055     void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter) [19]
                0.23    0.00 225426825/225473055     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [6]
[8]     24.0    0.23    0.00 225473055         std::remove_reference<int&>::type&& std::move<int&>(int&) [8]
-----------------------------------------------
                0.01    0.00       4/10          runExperiment(std::vector<int, std::allocator<int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.02    0.00       6/10          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [10]
[9]      3.6    0.04    0.00      10         std::vector<int, std::allocator<int> >::size() const [9]
-----------------------------------------------
                0.00    0.02       6/6           main [1]
[10]     2.2    0.00    0.02       6         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [10]
                0.02    0.00       6/10          std::vector<int, std::allocator<int> >::size() const [9]
                0.00    0.00       6/6           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [90]
                0.00    0.00       6/18          std::__new_allocator<int>::~__new_allocator() [69]
                0.00    0.00       6/8           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [83]
                0.00    0.00       6/16          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [70]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::begin() const [92]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::end() const [91]
                0.00    0.00       6/6           int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [101]
-----------------------------------------------
                0.01    0.00    1385/1385        hybridQuickSort(std::vector<int, std::allocator<int> >&, int, int) [3]
[11]     0.5    0.01    0.00    1385         insertionSort(std::vector<int, std::allocator<int> >&, int, int) [11]
                0.00    0.00   56319/260455472     std::vector<int, std::allocator<int> >::operator[](unsigned long) [7]
-----------------------------------------------
                0.00    0.00    1054/39067       void std::__move_median_to_first<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [24]
                0.00    0.00    5000/39067       void std::__reverse<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag) [23]
                0.00    0.00    9999/39067       void std::shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&&) [21]
                0.00    0.00   23014/39067       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [17]
[12]     0.0    0.00    0.00   39067         void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [12]
                0.00    0.00   39067/75142275     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [6]
                0.00    0.00   78134/447662      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [38]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[13]     0.0    0.00    0.00       1         void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [13]
                0.00    0.00       1/1           void std::__sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [14]
                0.00    0.00       1/1           __gnu_cxx::__ops::__iter_less_iter() [130]
-----------------------------------------------
                0.00    0.00       1/1           void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [13]
[14]     0.0    0.00    0.00       1         void std::__sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [14]
                0.00    0.00       1/1           void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [16]
                0.00    0.00       1/1           void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [18]
                0.00    0.00       1/25003       bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [45]
